Id,SalePrice
1461,141179.21794309534
1462,160029.1724719694
1463,162095.8418196822
1464,177184.42584547587
1465,204446.37218474082
1466,171089.973375902
1467,161565.63253538226
1468,169821.9081128859
1469,184349.70153238098
1470,117685.45082500014
1471,186436.49194523823
1472,97365.52691255206
1473,106381.53852792385
1474,132694.1548604759
1475,150943.88525992044
1476,434515.5554026184
1477,291044.1174529207
1478,330891.7248171427
1479,311930.88469480013
1480,415070.9610842846
1481,276824.58988993295
1482,215924.9055973296
1483,181758.44398534793
1484,170235.8806596547
1485,195854.0086697545
1486,180369.8605080037
1487,281604.84100150724
1488,246438.80762517653
1489,223612.47999880882
1490,186516.46837428596
1491,208371.7396520634
1492,112360.54397833311
1493,170671.25082380947
1494,300183.2368506039
1495,261336.66841706008
1496,185210.0317581748
1497,164363.90886617743
1498,163372.99926490645
1499,156649.20422852802
1500,170030.79275388888
1501,178508.683484762
1502,166589.4271474182
1503,273857.7486433842
1504,222609.83463670398
1505,205688.37131967605
1506,145414.64524054114
1507,175217.25172222208
1508,167957.8581716664
1509,147611.25265722195
1510,135216.25841317483
1511,126889.50778928564
1512,142596.51720166657
1513,142820.85334555572
1514,148464.94141261902
1515,149274.48746543273
1516,155065.27980696963
1517,163984.54046809522
1518,124081.89965999985
1519,206329.78976775822
1520,122323.85688333311
1521,133880.7552699996
1522,144791.92463101711
1523,113999.60659500022
1524,130401.89797166667
1525,134538.34256833312
1526,130573.95960999987
1527,107226.496941667
1528,127586.15917166656
1529,130394.1134714284
1530,150302.0393200647
1531,100427.37783285748
1532,101139.77174666672
1533,118738.84547166683
1534,132729.6433416666
1535,134195.34499071437
1536,115572.73195999995
1537,88338.63916833328
1538,208307.3091002378
1539,203833.86001430708
1540,109839.40745166647
1541,146739.9330849996
1542,124011.72087666638
1543,152886.67790833316
1544,94232.09405285734
1545,121088.34339507917
1546,130148.71025436523
1547,126711.83585759737
1548,126018.09436007946
1549,128825.27597166624
1550,119073.58756039677
1551,107663.84618309513
1552,95935.50024500008
1553,170537.83484811624
1554,123723.79837499952
1555,145998.6999433333
1556,124403.85944499986
1557,116144.07252500014
1558,124327.85634928565
1559,87330.35346095238
1560,115329.98327999987
1561,124594.38419216442
1562,127276.89883500009
1563,121882.4906833334
1564,128897.9842538095
1565,140896.94412666635
1566,239568.17326071404
1567,103887.80512000003
1568,188577.9686291123
1569,147703.97594333335
1570,149199.32421166688
1571,115606.19014500007
1572,133204.89242000016
1573,209855.2009305522
1574,120507.5971733332
1575,233639.26103166622
1576,192268.76672095206
1577,186876.95568928192
1578,171892.55457095202
1579,154441.74951063475
1580,185519.52296844855
1581,168077.8949542674
1582,124773.81758666669
1583,269753.8642028923
1584,201976.6143311907
1585,142471.17012255482
1586,108091.50346928585
1587,117571.54807499988
1588,128222.2184916667
1589,120071.97266166675
1590,131300.24663238056
1591,108519.289741905
1592,116852.85214761905
1593,119558.32684833341
1594,118858.9469877779
1595,109928.5260019047
1596,207058.39922471807
1597,165671.51691666676
1598,206670.46449067103
1599,203084.89602809565
1600,198755.0798749333
1601,87984.40242777803
1602,123506.68689333303
1603,85520.54471500032
1604,241792.89811512755
1605,231634.89016352285
1606,148645.82197499968
1607,146796.2072059522
1608,216998.28366761905
1609,209364.30690884517
1610,160370.53172712104
1611,145804.11146428564
1612,145572.7935025182
1613,148719.51148253964
1614,115359.5896166667
1615,91896.37352553393
1616,90126.18676693812
1617,92051.44268976478
1618,125424.21795690485
1619,149621.0910454761
1620,129212.32846738091
1621,147945.9980049999
1622,133804.41006499995
1623,241094.99081666666
1624,177733.49415322288
1625,146953.68813666643
1626,157322.55966292217
1627,175943.6753932542
1628,252460.41541145
1629,170354.32514510845
1630,213739.35923376682
1631,207212.0344912989
1632,221978.4258521431
1633,181438.74311461273
1634,167151.92259484873
1635,165587.76133736657
1636,161753.51631907656
1637,151310.81398333327
1638,184767.5696307793
1639,163643.86891675292
1640,196251.0085633983
1641,168076.8196543071
1642,219036.48903021633
1643,221710.46657388998
1644,227116.827394604
1645,137165.74213807704
1646,154570.40445982706
1647,168954.71769500012
1648,117720.67853499991
1649,129833.62711523824
1650,114504.97661833343
1651,123359.90372166669
1652,98442.11371693757
1653,102672.26438167621
1654,132807.2198465383
1655,150169.0605053967
1656,131797.06013749968
1657,132755.90857944425
1658,138578.59050821615
1659,149667.42538722197
1660,154572.01440964238
1661,387553.5830349806
1662,342934.41546999896
1663,355011.26154499967
1664,394539.93533618964
1665,335810.37726378685
1666,295078.3189583321
1667,319460.82237619156
1668,340228.128328094
1669,299316.69613674504
1670,388930.5517509507
1671,248394.93393999958
1672,382266.7397316656
1673,277532.33296888764
1674,263201.33145127055
1675,173018.32903660802
1676,165427.6382031573
1677,210898.57146267124
1678,421906.0425069038
1679,343509.6572058873
1680,333777.23410285613
1681,314536.0485526186
1682,284353.9931289819
1683,173765.7513739397
1684,190968.99659150743
1685,169550.0619832797
1686,166904.04105532888
1687,188443.1542419773
1688,189028.0811642487
1689,194056.4418378878
1690,185020.06243372365
1691,182013.49521026036
1692,246180.27698687807
1693,184627.43965470587
1694,167632.06697133472
1695,171252.90854748918
1696,212753.24422592754
1697,174309.66418145754
1698,267641.30099776416
1699,289090.8130125392
1700,227658.20335826022
1701,282338.00961846183
1702,262040.6043316518
1703,261523.81935993495
1704,253777.75442476128
1705,254836.96317809506
1706,331351.5166049991
1707,214336.6874894776
1708,216108.13457769156
1709,299689.1507661892
1710,244598.35405261937
1711,260442.0622545604
1712,277273.817959286
1713,248041.375641638
1714,198247.87107510006
1715,196841.92918806762
1716,207375.4985699566
1717,177805.98441984667
1718,161390.33905238094
1719,217722.71689931647
1720,249077.1337791128
1721,196862.0085855554
1722,148364.3911468833
1723,149207.66150452395
1724,190251.55200070192
1725,214923.09488325383
1726,169597.89721611855
1727,159000.8394875474
1728,192697.21408679127
1729,172056.5642444082
1730,134811.62904119043
1731,121932.20241071425
1732,119737.95230333331
1733,116009.38683619053
1734,119478.8815811905
1735,133255.32861735948
1736,120437.78179166662
1737,258179.13111714297
1738,218133.119428968
1739,157641.15233813113
1740,185068.6772962299
1741,184175.19379678543
1742,173946.34618031728
1743,177957.45447253995
1744,318197.0933200002
1745,230398.44483642845
1746,228844.07560738098
1747,188116.26038166636
1748,167970.8867361901
1749,130495.13165333307
1750,136093.77064387436
1751,207150.39019411273
1752,121535.99388999982
1753,125821.08492595218
1754,158456.65859363644
1755,168452.398084827
1756,117462.9123466667
1757,123198.4789247617
1758,118523.37754666655
1759,138710.94644666635
1760,140436.91766047638
1761,132470.01513999997
1762,126451.15273833323
1763,152649.44632625525
1764,120554.09042642827
1765,164079.57108282665
1766,148341.43278817434
1767,172541.53806476196
1768,131199.64080424246
1769,172902.38034173165
1770,152142.01483690465
1771,119886.74993690455
1772,118388.22161142845
1773,118328.9621666665
1774,129710.62942166653
1775,131218.26474863637
1776,129261.22209833315
1777,123906.20636499963
1778,125079.40038111115
1779,121700.827203333
1780,183711.65867833333
1781,115648.68766333311
1782,101596.1083916669
1783,135382.61323500006
1784,123887.6021333338
1785,115007.62903833322
1786,107533.27006857157
1787,160364.01397619027
1788,94028.23947380998
1789,117863.66784833308
1790,101159.35023333324
1791,142659.52876935035
1792,151853.55720006482
1793,158799.5339661597
1794,140799.4291444262
1795,145813.72092696952
1796,140210.84210839827
1797,113754.26825142844
1798,127976.84478833339
1799,119343.52322999992
1800,128322.88235198412
1801,122110.55102999993
1802,123661.38879333291
1803,140438.5989210171
1804,137980.50031666688
1805,137369.6372015076
1806,125629.27270999935
1807,126404.66627500007
1808,147332.22001333325
1809,146992.55736952357
1810,115683.66310833313
1811,109726.4828133337
1812,113877.15187690473
1813,120001.41679833326
1814,101828.91568166713
1815,82261.38020166675
1816,115805.42836500006
1817,107379.62497621222
1818,128531.33979333317
1819,123583.00101095195
1820,73096.22880595239
1821,123999.36943092893
1822,142338.43767555512
1823,74505.86764500003
1824,116035.37111499977
1825,121258.26478333297
1826,119536.14716116872
1827,110031.39061166704
1828,123326.69451761889
1829,105316.95639666654
1830,128470.63094238071
1831,159547.7024699998
1832,96158.13466142847
1833,118796.727945
1834,127423.28609499951
1835,140907.84448595202
1836,120421.90664761874
1837,102710.06772666694
1838,134701.88364928548
1839,109132.04784785741
1840,155362.9386407147
1841,141271.98579833342
1842,103776.72928166669
1843,136133.99488833343
1844,136045.91626668777
1845,142976.3132483331
1846,157355.01507833318
1847,153042.24727119072
1848,88190.45507166685
1849,130832.62011833343
1850,121963.73243642865
1851,134973.91072499982
1852,118264.21939166637
1853,131301.81631994568
1854,200127.71394097363
1855,185945.16375179452
1856,218537.1431409523
1857,170110.88015619002
1858,128664.92827805578
1859,123561.89045472238
1860,136034.73257722243
1861,122371.14174638916
1862,192978.80897119068
1863,175995.92813435083
1864,176225.00454268418
1865,346887.1768163412
1866,318490.36507022136
1867,214400.8544024409
1868,285760.9840884485
1869,176104.53536075176
1870,230942.91527318445
1871,238278.57531541324
1872,179909.55842431588
1873,230499.2683814283
